store_id,item_id,method,coverage,avg_interval_width,mean_cost,cvar_90,cvar_95,service_level,total_cost
1,1,Conformal_CVaR,0.9315068493150684,16.416994823306936,310.3939318150687,436.5245346117466,486.1915721133652,0.947945205479452,113293.78511250007
1,1,Normal_CVaR,0.9315068493150684,16.48915572302579,310.6884687615792,436.34931644457515,485.54891568925046,0.947945205479452,113401.2910979764
1,1,SAA,,,317.94515984257407,432.9495456567707,472.66655054840703,0.9561643835616438,116049.98334253953
1,1,MCDropout_LSTM,0.9397260273972603,30.685675234373118,351.3681527785459,505.54186216901445,630.5885185467533,0.8986301369863013,128249.37576416925
1,2,Conformal_CVaR,0.9506849315068493,30.98725484766379,755.579070908707,1036.371745556142,1110.0059735229308,0.9342465753424658,275786.36088167806
1,2,Normal_CVaR,0.9424657534246575,29.74176088871837,750.9850878381783,1039.3115410310716,1115.9235177443416,0.9260273972602739,274109.55706093507
1,2,SAA,,,759.635635789761,1034.946549569965,1106.9654374590941,0.9424657534246575,277267.00706326275
1,2,MCDropout_LSTM,0.8931506849315068,94.99181373572176,867.242203032523,1476.064049088956,1729.3907928242993,0.8027397260273973,316543.4041068709
1,3,Conformal_CVaR,0.9205479452054794,25.533606971004403,510.34971804845566,783.0442336007832,873.7612625403385,0.9068493150684932,186277.64708768632
1,3,Normal_CVaR,0.9123287671232877,24.305019195395673,506.61058180639634,791.95880679575,892.649705894672,0.9013698630136986,184912.86235933466
1,3,SAA,,,513.0818288594173,777.5130764021328,861.6089549828565,0.9178082191780822,187274.86753368733
1,3,MCDropout_LSTM,0.9178082191780822,49.437475887014294,557.2200930387212,931.874672051427,1164.1598779812919,0.8712328767123287,203385.33395913325
1,4,Conformal_CVaR,0.9342465753424658,16.820455011911626,314.089898012592,425.46414847112436,453.0067034317521,0.9452054794520548,114642.8127745961
1,4,Normal_CVaR,0.936986301369863,16.92039841602545,314.4963607555392,425.4184423578033,452.5868760619494,0.947945205479452,114791.1716757718
1,4,SAA,,,313.89439174699424,425.37007933192046,453.3847911169751,0.9452054794520548,114571.4529876529
1,4,MCDropout_LSTM,0.9095890410958904,27.000961806413446,346.515113133877,573.3244547145455,701.6864121628431,0.8767123287671232,126478.01629386509
1,5,Conformal_CVaR,0.9315068493150684,16.223271745998797,275.4953180775082,378.2536676852676,428.57837474854955,0.9397260273972603,100555.7910982905
1,5,Normal_CVaR,0.9287671232876712,15.88557542027669,274.1842211715308,379.2695071216335,431.83064780237873,0.936986301369863,100077.24072760875
1,5,SAA,,,274.1568497107808,379.6107951813446,432.7591148018159,0.936986301369863,100067.250144435
1,5,MCDropout_LSTM,0.9506849315068493,23.306606553172433,289.4706901345559,397.68438836893284,484.71180380771784,0.9205479452054794,105656.8018991129
2,1,Conformal_CVaR,0.9287671232876712,19.934177055555793,427.74924481668853,567.9982841597684,613.1194269668066,0.936986301369863,156128.4743580913
2,1,Normal_CVaR,0.9342465753424658,20.24119366005496,428.9322766573685,566.4941375741608,610.0772752617362,0.936986301369863,156560.2809799395
2,1,SAA,,,426.3401116872643,569.7889156835504,615.5340325595433,0.9315068493150684,155614.14076585148
